Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name,Country
BR0637,DLR0211,Hyu-M161,3954015,3,DT00298,26,10,2017,Ford Europe Motors,ZIL Motors,Hyundai, Ecuador
BR0638,DLR0191,Ren-M131,5794861,1,DT00299,30,6,2017,Ford Europe Motors,Tata Motors,Renault, Ecuador
BR0640,DLR0151,Hon-M71,4211565,1,DT00299,6,11,2017,Ford Europe Motors,Peel Motors,Honda, Ecuador
BR0641,DLR0065,Hon-M65,5149104,1,DT00300,6,3,2017,Ford India Motors,Ford India Motors,Honda, Egypt
BR0642,DLR0045,Cad-M35,14231264,2,DT00301,8,11,2017,Ford India Motors,Delahaye Motors,Cadillac, Egypt
BR0643,DLR0025,BMW-M5,4091032,2,DT00302,13,7,2017,Ford India Motors,Austin-Healey Motors,BMW, Egypt
BR0645,DLR0252,For-M222,6214728,1,DT00302,19,11,2017,Ford India Motors,Alpine Motors,Ford, Egypt
BR0647,DLR0212,Hyu-M162,1334466,1,DT00303,27,10,2017,Ford India Motors,,Hyundai, Egypt
BR0649,DLR0172,Toy-M102,27125628,3,DT00304,5,3,2017,Ford India Motors,San Motors,Toyota, Egypt
BR0650,DLR0152,Hyu-M72,9455157,1,DT00304,7,11,2017,Ford India Motors,Perodua Motors,Hyundai, Egypt
BR0651,DLR0066,Hon-M66,20033082,3,DT00305,7,3,2017,Freightliner Motors,Freightliner Motors,Honda, El Salvador
BR0653,DLR0026,Mer-M6,18850056,3,DT00305,14,7,2017,Freightliner Motors,"Austin, Rover Motors",Mercedes-Benz, El Salvador
BR0654,DLR0006,Jee-M253,1324649,1,DT00306,18,3,2017,Freightliner Motors,Alvis Motors,Jeep, El Salvador
BR0655,DLR0253,For-M223,12704400,3,DT00307,20,11,2017,Freightliner Motors,Alvis Motors,Ford, El Salvador
BR0657,DLR0213,Hyu-M163,27226500,3,DT00307,28,10,2017,Freightliner Motors,DKW Motors,Hyundai, El Salvador
BR0658,DLR0193,Toy-M133,6890318,1,DT00308,2,7,2017,Freightliner Motors,Tazzari Motors,Toyota, El Salvador
BR0660,DLR0153,Hyu-M73,8944803,1,DT00308,8,11,2017,Freightliner Motors,Peugeot Motors,Hyundai, El Salvador
BR0661,DLR0067,Hon-M67,11657025,3,DT00310,8,3,2017,FSO Motors,FSO Motors,Honda, Equatorial Guinea
BR0662,DLR0047,Cad-M37,6187158,2,DT00311,10,11,2017,FSO Motors,DeSoto Motors,Cadillac, Equatorial Guinea
BR0663,DLR0027,Mer-M7,25637433,3,DT00312,15,7,2017,FSO Motors,Bugatti Motors,Mercedes-Benz, Equatorial Guinea
BR0665,DLR0254,For-M224,5279922,2,DT00312,21,11,2017,FSO Motors,"AMC, Eagle Motors",Ford, Equatorial Guinea
BR0666,DLR0179,Mar-M139,16170344,2,DT00314,31,5,2017,Asia Motors Motors,Simca Motors,Maruti Suzuki, Armenia
BR0667,DLR0214,Hyu-M164,12290682,2,DT00314,29,10,2017,FSO Motors,Horch Motors,Hyundai, Equatorial Guinea
BR0668,DLR0194,Toy-M134,27673701,3,DT00315,3,7,2017,FSO Motors,Tesla Motors,Toyota, Equatorial Guinea
BR0669,DLR0174,Toy-M104,618530,1,DT00315,7,3,2017,FSO Motors,Santana Motors,Toyota, Equatorial Guinea
BR0672,DLR0048,Cad-M38,11003206,2,DT00316,11,11,2017,GAZ Motors,De Tomaso Motors,Cadillac, Eritrea
BR0673,DLR0028,Mer-M8,9182152,2,DT00316,16,7,2017,GAZ Motors,Buick Motors,Mercedes-Benz, Eritrea
BR0675,DLR0255,For-M225,15724106,2,DT00317,22,11,2017,GAZ Motors,Anadol Motors,Ford, Eritrea
BR0678,DLR0195,Vol-M135,16596822,3,DT00317,4,7,2017,GAZ Motors,Tornado Motors,Volkswagen, Eritrea
BR0680,DLR0155,Hyu-M75,8878331,1,DT00318,10,11,2017,GAZ Motors,Piaggio Motors,Hyundai, Eritrea
BR0681,DLR0069,Hon-M69,29778390,3,DT00318,10,3,2017,Geo Motors,Geo Motors,Honda, Estonia
BR0682,DLR0049,Cad-M39,7163682,2,DT00319,12,11,2017,Geo Motors,Dodge Motors,Cadillac, Estonia
BR0685,DLR0256,For-M226,10711844,2,DT00319,23,11,2017,Geo Motors,Ariel Motors,Ford, Estonia
BR0687,DLR0216,Mah-M166,3111980,2,DT00320,31,10,2017,Geo Motors,Maybach  Motors,Mahindra, Estonia
BR0688,DLR0196,Vol-M136,6279243,1,DT00321,5,7,2017,Geo Motors,Toyota Motors,Volkswagen, Estonia
BR0690,DLR0156,Kia-M76,4674918,3,DT00321,11,11,2017,Geo Motors,Plymouth Motors,Kia, Estonia
BR0691,DLR0070,Hon-M70,27882654,3,DT00322,11,3,2017,Gilbern Motors,Gilbern Motors,Honda, Eswatini
BR0692,DLR0050,Che-M40,7967632,1,DT00322,13,11,2017,Gilbern Motors,Donkervoort Motors,Chevrolet, Eswatini
BR0693,DLR0030,Jee-M10,10049668,2,DT00323,18,7,2017,Gilbern Motors,Cadillac Motors,Jeep, Eswatini
BR0694,DLR0010,Vol-M257,4841665,1,DT00323,22,3,2017,Gilbern Motors,ARO Motors,Volkswagen, Eswatini
BR0695,DLR0257,Aud-M227,27211653,3,DT00324,24,11,2017,Gilbern Motors,ARO Motors,Audi, Eswatini
BR0697,DLR0217,Mah-M167,14231444,2,DT00325,1,11,2017,Gilbern Motors,Izh  Motors,Mahindra, Eswatini
BR0698,DLR0197,Mar-M137,9190134,3,DT00326,6,7,2017,Gilbern Motors,Toyota India Motors,Maruti Suzuki, Eswatini
BR0699,DLR0177,Toy-M107,23819997,3,DT00327,10,3,2017,Gilbern Motors,Seat Motors,Toyota, Eswatini
BR0700,DLR0157,Kia-M77,14457039,3,DT00327,12,11,2017,Gilbern Motors,Polestar Motors,Kia, Eswatini
BR0701,DLR0071,Hon-M71,19496403,3,DT00328,12,3,2017,Ginetta Motors,Ginetta Motors,Honda, Ethiopia
BR0702,DLR0051,Che-M41,1189125,1,DT00328,14,11,2017,Ginetta Motors,Edsel Motors,Chevrolet, Ethiopia
BR0703,DLR0031,Jee-M11,3831888,3,DT00329,19,7,2017,Ginetta Motors,Caterham Motors,Jeep, Ethiopia
BR0704,DLR0011,Vol-M258,7064261,1,DT00330,23,3,2017,Ginetta Motors,Artega Motors,Volkswagen, Ethiopia
BR0707,DLR0218,Mah-M168,6895348,1,DT00330,2,11,2017,Ginetta Motors,Lagonda  Motors,Mahindra, Ethiopia
BR0708,DLR0198,Mar-M138,1524042,1,DT00331,7,7,2017,Ginetta Motors,Turner Motors,Maruti Suzuki, Ethiopia
BR0709,DLR0178,Vol-M108,20266479,3,DT00332,11,3,2017,Ginetta Motors,Shelby SuperCars Motors,Volkswagen, Ethiopia
BR0710,DLR0158,Kia-M78,23016840,3,DT00332,13,11,2017,Ginetta Motors,"Pontiac, Asüna Motors",Kia, Ethiopia
BR0711,DLR0072,Hyu-M72,3099601,1,DT00333,13,3,2017,Glas Motors,Glas Motors,Hyundai, Falkland Islands (UK)
BR0712,DLR0052,Che-M42,9043640,2,DT00334,15,11,2017,Glas Motors,e.GO Mobile Motors,Chevrolet, Falkland Islands (UK)
BR0713,DLR0032,Jee-M12,12837476,2,DT00335,20,7,2017,Glas Motors,Checker Motors,Jeep, Falkland Islands (UK)
BR0714,DLR0012,Vol-M259,14467488,3,DT00335,24,3,2017,Glas Motors,Asia Motors Motors,Volkswagen, Falkland Islands (UK)
BR0715,DLR0259,Aud-M229,2362077,3,DT00337,26,11,2017,Glas Motors,Asia Motors Motors,Audi, Falkland Islands (UK)
BR0717,DLR0219,Mah-M169,2346754,1,DT00337,3,11,2017,Glas Motors,MG  Motors,Mahindra, Falkland Islands (UK)
BR0718,DLR0199,Mar-M139,6408126,1,DT00338,8,7,2017,Glas Motors,TVR Motors,Maruti Suzuki, Falkland Islands (UK)
BR0719,DLR0179,Vol-M109,5850798,2,DT00338,12,3,2017,Glas Motors,Simca Motors,Volkswagen, Falkland Islands (UK)
BR0720,DLR0159,Inf-M79,20093703,3,DT00339,14,11,2017,Glas Motors,Porsche Motors,Infiniti, Falkland Islands (UK)
BR0721,DLR0073,Hyu-M73,10618472,2,DT00339,14,3,2017,GMC Motors,GMC Motors,Hyundai, Faroe Islands (Denmark)
BR0722,DLR0053,Che-M43,10532440,2,DT00340,16,11,2017,GMC Motors,Eicher Polaris Motors,Chevrolet, Faroe Islands (Denmark)
BR0723,DLR0033,Jee-M13,27274158,3,DT00340,21,7,2017,GMC Motors,Chevrolet Motors,Jeep, Faroe Islands (Denmark)
BR0724,DLR0013,Vol-M260,1506321,3,DT00342,25,3,2017,GMC Motors,Aston Martin Motors,Volkswagen, Faroe Islands (Denmark)
BR0726,DLR0180,Mar-M140,13271070,2,DT00342,1,1,2017,Aston Martin Motors,Simca do Brasil Motors,Maruti Suzuki, Artsakh
BR0727,DLR0220,Mah-M170,17938848,3,DT00343,4,11,2017,GMC Motors,Morris  Motors,Mahindra, Faroe Islands (Denmark)
BR0728,DLR0200,Mar-M140,3565182,1,DT00344,9,7,2017,GMC Motors,UAZ Motors,Maruti Suzuki, Faroe Islands (Denmark)
BR0730,DLR0160,Nis-M80,7509447,1,DT00345,15,11,2017,GMC Motors,Premier Motors,Nissan, Faroe Islands (Denmark)
BR0731,DLR0074,Hyu-M74,9618594,1,DT00346,15,3,2017,GTA Spano Motors,GTA Spano Motors,Hyundai, Fiji
BR0732,DLR0054,Che-M44,9411372,1,DT00347,17,11,2017,GTA Spano Motors,Elva Motors,Chevrolet, Fiji
BR0734,DLR0014,Nis-M261,5676322,1,DT00348,26,3,2017,GTA Spano Motors,Audi Motors,Nissan, Fiji
BR0735,DLR0261,Aud-M231,19790116,2,DT00349,28,11,2017,GTA Spano Motors,Audi Motors,Audi, Fiji
BR0738,DLR0201,Mar-M141,9963706,2,DT00349,10,7,2017,GTA Spano Motors,Vauxhall Motors,Maruti Suzuki, Fiji
BR0739,DLR0181,Agr-M111,17216700,2,DT00350,14,3,2017,GTA Spano Motors,Singer Motors,Agrale, Fiji
BR0741,DLR0075,Hyu-M75,28655037,3,DT00351,16,3,2017,Gumpert Motors,Gumpert Motors,Hyundai, Finland
BR0742,DLR0055,Che-M45,26605503,3,DT00351,18,11,2017,Gumpert Motors,Facel Vega Motors,Chevrolet, Finland
BR0744,DLR0015,Nis-M262,2263432,1,DT00352,27,3,2017,Gumpert Motors,Autobianchi Motors,Nissan, Finland
BR0745,DLR0262,Aud-M232,16567818,3,DT00353,29,11,2017,Gumpert Motors,Autobianchi Motors,Audi, Finland
BR0747,DLR0222,Mah-M172,5314854,3,DT00353,6,11,2017,Gumpert Motors,Riley  Motors,Mahindra, Finland
BR0748,DLR0202,Mar-M142,4209675,1,DT00355,11,7,2017,Gumpert Motors,Venturi Motors,Maruti Suzuki, Finland
BR0751,DLR0076,Kia-M76,5033528,1,DT00356,17,3,2017,Healey Motors,Healey Motors,Kia, France
BR0752,DLR0056,Che-M46,17357436,2,DT00357,19,11,2017,Healey Motors,Ferrari Motors,Chevrolet, France
BR0753,DLR0036,For-M16,12476619,3,DT00357,24,7,2017,Healey Motors,Chrysler Europe Motors,Ford, France
BR0755,DLR0263,Aud-M233,3450990,3,DT00358,30,11,2017,Healey Motors,Auto-Union Motors,Audi, France
BR0757,DLR0223,Mah-M173,1437634,1,DT00358,7,11,2017,Healey Motors,Wolseley  Motors,Mahindra, France
BR0759,DLR0183,Agr-M113,13809580,2,DT00359,16,3,2017,Healey Motors,Smart Motors,Agrale, France
BR0760,DLR0163,Nis-M83,2977984,1,DT00360,18,11,2017,Healey Motors,Ranger Motors,Nissan, France
BR0762,DLR0057,Che-M47,13805534,2,DT00362,20,11,2017,Heinkel Motors,Fiat Motors,Chevrolet, French Guiana (France)
BR0764,DLR0017,Nis-M264,3681751,1,DT00363,29,3,2017,Heinkel Motors,Auverland Motors,Nissan, French Guiana (France)
BR0765,DLR0264,Aud-M234,9543745,1,DT00363,1,12,2017,Heinkel Motors,Auverland Motors,Audi, French Guiana (France)
BR0767,DLR0224,Mah-M174,4358908,2,DT00364,8,11,2017,Heinkel Motors,Standard  Motors,Mahindra, French Guiana (France)
BR0768,DLR0204,Mar-M144,6336897,3,DT00364,13,7,2017,Heinkel Motors,Volkswagen do Brasil Motors,Maruti Suzuki, French Guiana (France)
BR0769,DLR0184,Che-M114,1234241,1,DT00365,17,3,2017,Heinkel Motors,Spyker Motors,Chevrolet, French Guiana (France)
BR0770,DLR0164,Nis-M84,13110796,2,DT00366,19,11,2017,Heinkel Motors,Reliant Motors,Nissan, French Guiana (France)
BR0771,DLR0078,Kia-M78,9175180,1,DT00366,19,3,2017,Hennessey Motors,Hennessey Motors,Kia, French Polynesia (France)
BR0773,DLR0038,For-M18,6922460,1,DT00367,26,7,2017,Hennessey Motors,Cizeta-Moroder Motors,Ford, French Polynesia (France)
BR0774,DLR0018,Nis-M265,8758656,3,DT00367,30,3,2018,Hennessey Motors,Bentley Motors,Nissan, French Polynesia (France)
BR0775,DLR0265,Aud-M235,11320484,2,DT00368,2,12,2018,Hennessey Motors,Bentley Motors,Audi, French Polynesia (France)
BR0778,DLR0205,Mar-M145,6772522,1,DT00369,14,7,2018,Hennessey Motors,Volkswagen South Africa Motors,Maruti Suzuki, French Polynesia (France)
BR0781,DLR0079,Inf-M79,2505504,1,DT00370,20,3,2018,Hillman Motors,Hillman Motors,Infiniti, Gabon
BR0783,DLR0039,For-M19,22497648,3,DT00370,27,7,2018,Hillman Motors,Dacia Motors,Ford, Gabon
BR0784,DLR0019,Nis-M266,4239958,1,DT00371,31,3,2018,Hillman Motors,Bitter Motors,Nissan, Gabon
BR0785,DLR0266,Aud-M236,8874869,1,DT00373,3,12,2018,Hillman Motors,Bitter Motors,Audi, Gabon
BR0786,DLR0181,Mar-M141,8540194,1,DT00373,2,1,2018,Audi Motors,Singer Motors,Maruti Suzuki, Aruba (Netherlands)
BR0787,DLR0226,Mah-M176,2805178,1,DT00374,10,11,2018,Hillman Motors,Das Motors,Mahindra, Gabon
BR0789,DLR0186,Cit-M116,12179226,2,DT00375,19,3,2018,Hillman Motors,Standard-Triumph Motors,Citroën, Gabon
BR0790,DLR0166,Nis-M86,16171738,2,DT00376,21,11,2018,Hillman Motors,Rivian Motors,Nissan, Gabon
BR0791,DLR0080,Nis-M80,1831088,2,DT00377,21,3,2018,Hindustan Motors,Hindustan Motors,Nissan," Gambia, The"
BR0792,DLR0060,Che-M50,13934294,2,DT00377,23,11,2018,Hindustan Motors,"Fisker, Karma Motors",Chevrolet," Gambia, The"
BR0793,DLR0040,For-M20,8780384,1,DT00378,28,7,2018,Hindustan Motors,"Daewoo, Saehan, Chevrolet Korea Motors",Ford," Gambia, The"
BR0794,DLR0020,Nis-M267,9009420,1,DT00380,1,4,2018,Hindustan Motors,BMW Motors,Nissan," Gambia, The"
BR0797,DLR0227,Mah-M177,8396297,1,DT00380,11,11,2018,Hindustan Motors,Ramani Motors,Mahindra," Gambia, The"
BR0798,DLR0207,Mar-M147,230774,2,DT00381,16,7,2018,Hindustan Motors,Westfield Motors,Maruti Suzuki," Gambia, The"
BR0801,DLR0081,Nis-M81,7650808,2,DT00381,22,3,2018,Holden Motors,Holden Motors,Nissan, Georgia
BR0802,DLR0061,Che-M51,882130,1,DT00382,24,11,2018,Holden Motors,Ford America Motors,Chevrolet, Georgia
BR0803,DLR0041,For-M21,11161014,2,DT00383,29,7,2018,Holden Motors,DAF Motors,Ford, Georgia
BR0804,DLR0021,Nis-M268,27884529,3,DT00383,2,4,2018,Holden Motors,Bond Motors,Nissan, Georgia
BR0805,DLR0001,Aud-M238,1445892,3,DT00384,5,12,2018,Holden Motors,AC Cars Motors,Audi, Georgia
BR0807,DLR0228,Mah-M178,5712936,2,DT00385,12,11,2018,Holden Motors,Deccan Motors,Mahindra, Georgia
BR0810,DLR0168,Nis-M88,15252826,2,DT00386,23,11,2018,Holden Motors,Saab Motors,Nissan, Georgia
BR0811,DLR0082,Nis-M82,6545996,1,DT00386,23,3,2018,Honda Motors,Honda Motors,Nissan, Germany
BR0812,DLR0062,GMC-M52,1046322,2,DT00387,25,11,2018,Honda Motors,Ford Australia Motors,GMC, Germany
BR0814,DLR0022,Nis-M269,27655845,3,DT00388,3,4,2018,Honda Motors,Borgward (including Goliath and Lloyd) Motors,Nissan, Germany
BR0815,DLR0002,Aud-M239,2567426,1,DT00388,6,12,2018,Honda Motors,Acura Motors,Audi, Germany
BR0817,DLR0229,Tat-M179,8465900,1,DT00389,13,11,2018,Honda Motors,Herald Motors,Tata, Germany
BR0818,DLR0209,Mar-M149,22987824,3,DT00390,18,7,2018,Honda Motors,Zastava Motors,Maruti Suzuki, Germany
BR0819,DLR0189,For-M119,24029529,3,DT00391,22,3,2018,Honda Motors,Sunbeam Motors,Ford, Germany
BR0822,DLR0063,GMC-M53,13584572,2,DT00392,26,11,2018,Honda India Motors,Ford do Brasil Motors,GMC, Ghana
BR0823,DLR0043,For-M23,4026720,3,DT00392,31,7,2018,Honda India Motors,Daimler Motors,Ford, Ghana
BR0824,DLR0023,Nis-M270,19756170,3,DT00393,4,4,2018,Honda India Motors,Bristol Motors,Nissan, Ghana
BR0827,DLR0230,Tat-M180,3946992,2,DT00393,14,11,2018,Honda India Motors,Zion Automobils,Tata, Ghana
BR0828,DLR0210,Mar-M150,14358195,3,DT00395,19,7,2018,Honda India Motors,ZAZ Motors,Maruti Suzuki, Ghana
BR0829,DLR0190,Hon-M120,16041212,2,DT00396,23,3,2018,Honda India Motors,Suzuki Motors,Honda, Ghana
BR0832,DLR0064,GMC-M54,4408905,3,DT00397,27,11,2018,Hudson Motors,Ford Europe Motors,GMC, Gibraltar (UK)
BR0833,DLR0044,For-M24,12617286,2,DT00397,1,8,2018,Hudson Motors,,Ford, Gibraltar (UK)
BR0834,DLR0024,Sko-M271,14183745,3,DT00398,5,4,2018,Hudson Motors,British Leyland Motors,Skoda, Gibraltar (UK)
BR0837,DLR0231,Tat-M181,9116480,1,DT00399,15,11,2018,Hudson Motors,Atlantic Motor Company,Tata, Gibraltar (UK)
BR0838,DLR0211,Mar-M151,4394077,1,DT00399,20,7,2018,Hudson Motors,ZIL Motors,Maruti Suzuki, Gibraltar (UK)
BR0839,DLR0191,Mer-M121,4320316,1,DT00400,24,3,2018,Hudson Motors,Tata Motors,Mercedes-Benz, Gibraltar (UK)
BR0840,DLR0171,Riv-M91,13903245,3,DT00400,26,11,2018,Hudson Motors,Samsung Motors,Rivian, Gibraltar (UK)
BR0841,DLR0085,Nis-M85,7548524,1,DT00401,26,3,2018,Humber Motors,Humber Motors,Nissan, Greece
BR0842,DLR0065,GMC-M55,2543978,2,DT00402,28,11,2018,Humber Motors,Ford India Motors,GMC, Greece
BR0843,DLR0045,For-M25,7111300,1,DT00402,2,8,2018,Humber Motors,Delahaye Motors,Ford, Greece
BR0844,DLR0025,Sko-M272,12823790,2,DT00403,6,4,2018,Humber Motors,Austin-Healey Motors,Skoda, Greece
BR0845,DLR0005,BMW-M242,8320334,1,DT00403,9,12,2018,Humber Motors,Alpine Motors,BMW, Greece
BR0846,DLR0182,Mar-M142,2183688,1,DT00404,3,1,2018,Autobianchi Motors,Skoda Motors,Maruti Suzuki, Australia
BR0849,DLR0192,Mer-M122,4298133,3,DT00404,25,3,2018,Humber Motors,Tatra Motors,Mercedes-Benz, Greece
BR0851,DLR0086,Nis-M86,24649203,3,DT00405,27,3,2018,Hummer Motors,Hummer Motors,Nissan, Greenland (Denmark)
BR0852,DLR0066,GMC-M56,17594286,2,DT00406,29,11,2018,Hummer Motors,Freightliner Motors,GMC, Greenland (Denmark)
BR0854,DLR0026,Sko-M273,2542283,1,DT00407,7,4,2018,Hummer Motors,"Austin, Rover Motors",Skoda, Greenland (Denmark)
BR0857,DLR0233,Tat-M183,8238927,1,DT00407,17,11,2018,Hummer Motors,Blankinship Motor Company Building,Tata, Greenland (Denmark)
BR0858,DLR0213,Hyu-M153,11212185,3,DT00408,22,7,2018,Hummer Motors,DKW Motors,Hyundai, Greenland (Denmark)
BR0859,DLR0193,Mer-M123,4194435,1,DT00408,26,3,2018,Hummer Motors,Tazzari Motors,Mercedes-Benz, Greenland (Denmark)
BR0860,DLR0173,Sub-M93,11897544,3,DT00409,28,11,2018,Hummer Motors,Santa Matilde Motors,Subaru, Greenland (Denmark)
BR0861,DLR0087,Nis-M87,17799570,3,DT00409,28,3,2018,Hyundai Motors,Hyundai Motors,Nissan, Grenada
BR0863,DLR0047,Lin-M27,2754114,2,DT00410,4,8,2018,Hyundai Motors,DeSoto Motors,Lincoln, Grenada
BR0865,DLR0007,BMW-M244,7014300,3,DT00411,11,12,2018,Hyundai Motors,"AMC, Eagle Motors",BMW, Grenada
BR0867,DLR0234,Tat-M184,255660,1,DT00411,18,11,2018,Hyundai Motors,Bohn Motor Company Automobile Dealership,Tata, Grenada
BR0868,DLR0214,Hyu-M154,5808485,1,DT00412,23,7,2018,Hyundai Motors,Horch Motors,Hyundai, Grenada
BR0870,DLR0174,Sub-M94,20785545,3,DT00413,29,11,2018,Hyundai Motors,Santana Motors,Subaru, Grenada
BR0871,DLR0088,Nis-M88,6450024,2,DT00413,29,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors","IFA (including Trabant, Wartburg, Barkas) Motors",Nissan, Guam (US)
BR0872,DLR0068,GMC-M58,1131322,2,DT00414,1,12,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",GAZ Motors,GMC, Guam (US)
BR0873,DLR0048,Lin-M28,7003291,1,DT00415,5,8,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",De Tomaso Motors,Lincoln, Guam (US)
BR0877,DLR0235,Tat-M185,24145992,3,DT00415,19,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Buick Automobile Company Building,Tata, Guam (US)
BR0878,DLR0215,Hyu-M155,9184004,2,DT00416,24,7,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Wanderer Motors,Hyundai, Guam (US)
BR0879,DLR0195,Peu-M125,6156402,1,DT00416,28,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Tornado Motors,Peugeot, Guam (US)
BR0880,DLR0175,Sub-M95,9244306,2,DT00417,30,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Saturn Motors,Subaru, Guam (US)
BR0881,DLR0089,Nis-M89,3425558,1,DT00418,30,3,2018,Infiniti Motors,Infiniti Motors,Nissan, Guatemala
BR0883,DLR0049,Lin-M29,8367989,1,DT00418,6,8,2018,Infiniti Motors,Dodge Motors,Lincoln, Guatemala
BR0884,DLR0029,Mit-M276,1712630,2,DT00419,10,4,2018,Infiniti Motors,Bytom Motors,Mitsubishi, Guatemala
BR0888,DLR0216,Hyu-M156,13917510,2,DT00419,25,7,2018,Infiniti Motors,Maybach  Motors,Hyundai, Guatemala
BR0889,DLR0196,Peu-M126,12845820,2,DT00420,29,3,2018,Infiniti Motors,Toyota Motors,Peugeot, Guatemala
BR0890,DLR0176,Tes-M96,4488940,1,DT00420,1,12,2018,Infiniti Motors,Scion Motors,Tesla, Guatemala
BR0891,DLR0090,Riv-M90,7979531,1,DT00422,31,3,2018,Innocenti Motors,,Rivian, Guernsey (UK)
BR0892,DLR0070,Acu-M60,1993691,1,DT00422,3,12,2018,Innocenti Motors,Gilbern Motors,Acura, Guernsey (UK)
BR0893,DLR0050,Lin-M30,2027904,1,DT00423,7,8,2018,Innocenti Motors,Donkervoort Motors,Lincoln, Guernsey (UK)
BR0894,DLR0030,Mit-M277,10085318,2,DT00423,11,4,2018,Innocenti Motors,Cadillac Motors,Mitsubishi, Guernsey (UK)
BR0895,DLR0010,BMW-M247,5666828,1,DT00424,14,12,2018,Innocenti Motors,ARO Motors,BMW, Guernsey (UK)
BR0897,DLR0237,Tat-M187,7940970,2,DT00424,21,11,2018,Innocenti Motors,Casa de cadillac,Tata, Guernsey (UK)
BR0898,DLR0217,Hyu-M157,19615128,3,DT00425,26,7,2018,Innocenti Motors,Izh  Motors,Hyundai, Guernsey (UK)
BR0899,DLR0197,Ren-M127,8037818,2,DT00426,30,3,2018,Innocenti Motors,Toyota India Motors,Renault, Guernsey (UK)
BR0900,DLR0177,Tes-M97,3283236,3,DT00427,2,12,2018,Innocenti Motors,Seat Motors,Tesla, Guernsey (UK)
BR0901,DLR0091,Riv-M91,4713975,1,DT00427,1,4,2018,Invicta Motors,Invicta Motors,Rivian, Guinea
BR0902,DLR0071,Acu-M61,23481786,3,DT00428,4,12,2018,Invicta Motors,Ginetta Motors,Acura, Guinea
BR0904,DLR0031,BMW-M1,1618930,2,DT00429,12,4,2018,Invicta Motors,Caterham Motors,BMW, Guinea
BR0905,DLR0011,BMW-M248,2626165,1,DT00429,15,12,2018,Invicta Motors,Artega Motors,BMW, Guinea
BR0906,DLR0183,Mar-M143,24336876,3,DT00430,4,1,2018,Auto-Union Motors,Smart Motors,Maruti Suzuki, Austria
BR0907,DLR0238,Tat-M188,4438278,2,DT00430,22,11,2018,Invicta Motors,Cass Motor Sales,Tata, Guinea
BR0908,DLR0218,Hyu-M158,12742176,3,DT00431,27,7,2018,Invicta Motors,Lagonda  Motors,Hyundai, Guinea
BR0909,DLR0198,Ren-M128,12977602,2,DT00431,31,3,2018,Invicta Motors,Turner Motors,Renault, Guinea
BR0910,DLR0178,Tes-M98,2276966,2,DT00432,3,12,2018,Invicta Motors,Shelby SuperCars Motors,Tesla, Guinea
BR0911,DLR0092,Sub-M92,5758576,1,DT00432,2,4,2018,Isdera Motors,Isdera Motors,Subaru, Guinea-Bissau
BR0912,DLR0072,Acu-M62,3951923,1,DT00433,5,12,2018,Isdera Motors,Glas Motors,Acura, Guinea-Bissau
BR0913,DLR0052,Cad-M32,1106634,1,DT00433,9,8,2018,Isdera Motors,e.GO Mobile Motors,Cadillac, Guinea-Bissau
BR0917,DLR0239,Tat-M189,17029410,3,DT00434,23,11,2018,Isdera Motors,Claremore Auto Dealership,Tata, Guinea-Bissau
BR0918,DLR0219,Hyu-M159,9618034,1,DT00434,28,7,2018,Isdera Motors,MG  Motors,Hyundai, Guinea-Bissau
BR0919,DLR0199,Ren-M129,3687822,2,DT00435,1,4,2018,Isdera Motors,TVR Motors,Renault, Guinea-Bissau
BR0921,DLR0093,Sub-M93,5584847,1,DT00436,3,4,2018,Iso Motors,Iso Motors,Subaru, Guyana
BR0922,DLR0073,Acu-M63,14394714,2,DT00436,6,12,2018,Iso Motors,GMC Motors,Acura, Guyana
BR0923,DLR0053,Cad-M33,1925980,2,DT00437,10,8,2018,Iso Motors,Eicher Polaris Motors,Cadillac, Guyana
BR0924,DLR0033,BMW-M3,2382867,1,DT00437,14,4,2018,Iso Motors,Chevrolet Motors,BMW, Guyana
BR0925,DLR0013,BMW-M250,11181320,2,DT00438,17,12,2018,Iso Motors,Aston Martin Motors,BMW, Guyana
BR0927,DLR0240,Tat-M190,4010877,1,DT00438,24,11,2018,Iso Motors,Clemens Automobile Company Building,Tata, Guyana
BR0928,DLR0220,Hyu-M160,11531190,3,DT00439,29,7,2018,Iso Motors,Morris  Motors,Hyundai, Guyana
BR0929,DLR0200,Ren-M130,26759202,3,DT00440,2,4,2018,Iso Motors,UAZ Motors,Renault, Guyana
BR0930,DLR0180,Toy-M100,3388438,1,DT00440,5,12,2018,Iso Motors,Simca do Brasil Motors,Toyota, Guyana
BR0931,DLR0094,Sub-M94,12409908,2,DT00441,4,4,2018,Isotta Fraschini Motors,Isotta Fraschini Motors,Subaru, Haiti
BR0933,DLR0054,Cad-M34,3868980,2,DT00441,11,8,2018,Isotta Fraschini Motors,Elva Motors,Cadillac, Haiti
